Reviews,Rating
Very happy with this,5.0
good value for money,5.0
Exercise,5.0
Really good!,5.0
"Good features and battery life,",4.0
Great gift idea,5.0
Wife loves it it for. Her birthday,5.0
Daughter loved enough said lol,5.0
Xmas present,5.0
Nothing in the box very angry ripped off by £167..,1.0
Fab product,5.0
Rubbish 🗑,1.0
Nothing to dislike,4.0
Best ever,5.0
Fantastic,5.0
Ok,5.0
Excellent product.,5.0
Good,5.0
Great product. long battery life.,5.0
👍,5.0
No,5.0
😊,4.0
"Brilliant, arrived as requested very pleased",5.0
Breaks constantly,1.0
"excellent fitbit, works really well and has some fantastic features",5.0
Love it!,5.0
Lovely stuff,5.0
Do not support Arabic.  Consume phone battery,3.0
"Fantastic Fitbit, and does the job",5.0
love it,5.0
Tells time,5.0
Worked for a few days an thejnjust stopped,1.0
Amazing,5.0
"I like the design a lot. Auto recognize for the exercise 'walk' works fine. 'Bike' not so much. Battery life is 4-5 days. Sleep tracking is reliable as far as I can tell. It's my first ever smartwatch/fitness tracker so I don't have anything to compare it to. I can only give 3 stars though because elliptical is my main exercise and the versa 2 is supposed to recognize me doing that with my hands on the bars. It doesn't! Even if I start the exercise manually on the device the heart rate sensor is unreliable. AND: it doesn't even count my steps  correctly with my hands on the bars (so how is it gonna recognize the exercise...) It counts about 2,000-2,500 steps an hour with hands on bars while I really take between 6 and 7k. I'm very disappointed about that. Also I read that it doesn't measure my heart rate while swimming so I wonder how it's supposed to tell me how many calories I burnt... I haven't had the chance to try that yet though because of lockdown... I'm gonna keep the watch and hope that maybe some updates can fix the problems. But if that doesn't happen soon I'm gonna return it!",3.0
"Wish it was a better watch. Switching from blaze.. So I'm familiar to the fitbit app, for some reasons it doesn't sync well. The steps count was so off. I thought it would track laps on watch, but apparently they changed and versa don't do that anymore.Nevertheless on the app, it tells you the laps, distance, time.. but again was not 100 % accurate... I'm used to count manually, over 1km.  Had to return.",1.0
"The actual device is awesome, but found that it is awful for allowing notifications to appear on phone. I have to constantly delete app on phone and re-install it.. for notifications to work. Also to have fitbit sync, you have to mess around with app multiple times.",4.0
"I am loving my new Fitbit, its sleek and compact.Perfect for all different types of workouts.Step count is accurate however I don't believe the calorie tracker is accurate.Alexa is a nice touch especially if you have other Alexa compatible devices.The Fitbit app is user friendly and has fun challenges for you and your friends.Overall, I'm happy with my purchase (even got one for my dad).",5.0
"I've only had it a few days and it's already been the perfect thing to buy.No complaints at all, of course other than the price.  Helps monitor my healthwhich is extremely important to me.  Terrific buy for anyone.",5.0
"I needed a cheaper watch to walk to dog in and now I don't take it off...check my stats every morning and am more interested in my sleep than I have ever been in my life... I have always been active, so it hasn't increased my activity levels just made me more aware of them. I think for someone wanting to get fitter this watch my might be a good motivator.",5.0
"This is classic fittnes tracker watch. Mobile app is a litle bit too complicated, but still useful. Could improve compatibility with some important apps, it is not intended to be used as real smartwatch.",5.0
"Was originally going to return because of price drop, but kept it...Bought as a gift for my Mom mainly for her to correct her sleep pattern and to increase her walking.... unfortunately during the nite the watch light keeps turning on and not only interrupting but my Fathers as well.. called Fitbit to correct problem but was not resolved..so returning",5.0
I wasn't that empressed by the display ..Seemed like a Toy or somethingbut lately i developed an allergic dermtitis on my had along the place of the strip .. im deeply sad about it actually and i can't use the watch in the mean time .,2.0
"Love the color, material is good, fits great and decent price.I dislike that you need to buy a premium membership to get detailed sleep tracking, and that the count is a bit off for the actual steps talen.",5.0
Bought for my wife she loves it. Gets great use out of it for all her fitness needs. Fantastic app and in watch functions,5.0
Really enjoying this watch. Its a nice size and motivating to get you moving. The app is easy to use. Logging your food keeps me accountable and sleep tracker is fun as a glimpse of sleep cycles. This is my first smart watch and im very happy with this purchase.,5.0
I have a big disappointed because my versa 2 stopped and didn't work again I bought it before just three months 😳 ... Anyone can help me what can I do? I sent emails for amazon but I haven't any answers I'm in greece and I ordered from amazon.de !! ! I need to fix my watch problem and I don't have any fitbit service office here in greece please helppppppp,1.0
"Very nice stile, simple to use and conect to your phone. The apps included are useful I'd you are into sports. I run with stroller and even if I don't move the wrist it counts the steps. I love it!",5.0
"Works very well overall. Great to track steps, workouts and sleep. Timer and Alarm function is very convenient. Its a bit tricky to connect the spotify app, but once that works ita very convenient to manage your playlist from your wrist.",5.0
"Good for my needs, I can check my running routine and it's well integrated with the app.",5.0
"Same problem as years ago, had to switch the watch from one hand the other, the rashes got so bad. Cannot recommend this product until the problem is addressed",1.0
"It's definitely worth the upgrade from Fitbit Inspired HR. Bigger and brighter screen even in sunlight. More apps like calculator, currency exchange, notes come in handy. And battery can last longer. No to forget Fitbit pay, useful for Train, bus ride.",5.0
"When I first bought this Fitbit it was great. However, 4 months later it has completely stopped working. It will not charge turn on or even sync. I am completely dissatisfied and will not ever purchase again.",5.0
"Display perfect.Battery lasts about 5 days.Steps meter cannot say much, but it looks that it over calculate a little bit.Display on demand (once you turn your wrist) - is not perfect yet, but I still testing some setup.General - everything is good enough for me.",4.0
I have only just started to use the functions mainly the heartbeat and steps but am looking forward to expanding my use of this Fitbit I’m very pleased about the battery life between charging,5.0
My watch is not a year old.... and the battery doesn’t keep it charge.....,4.0
